ID,city,state_name_x,fun_fact,Unnamed: 0,city_ascii,state_id,state_name_y,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,active_cities
5,Phoenix,Arizona,"Phoenix is one of the sunniest cities in the U.S., with over 300 sunny days each year Phoenix is also known for its desert botanical gardens, showcasing unique desert flora.",10,Phoenix,AZ,Arizona,4013,Maricopa,33.5722,-112.0891,4219697,1253,polygon,False,True,America/Phoenix,1,85008 85009 85006 85007 85004 85083 85086 85087 85085 85383 85033 85304 85306 85308 85020 85021 85022 85023 85024 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85017 85016 85254 85003 85044 85045 85042 85043 85040 85041 85048 85054 85037 85035 85034 85032 85031 85307 85310 85051 85050 85053 85001 85002 85005 85010 85011 85026 85030 85036 85038 85046 85060 85061 85062 85063 85064 85065 85066 85067 85068 85069 85070 85071 85072 85073 85074 85075 85076 85078 85079 85080 85082,1840020568,0
5,Phoenix,Arizona,"Phoenix is one of the sunniest cities in the U.S., with over 300 sunny days each year Phoenix is also known for its desert botanical gardens, showcasing unique desert flora.",6916,Phoenix,OR,Oregon,41029,Jackson,42.2748,-122.8151,4653,1252,polygon,False,True,America/Los_Angeles,3,97535,1840020077,0
5,Phoenix,Arizona,"Phoenix is one of the sunniest cities in the U.S., with over 300 sunny days each year Phoenix is also known for its desert botanical gardens, showcasing unique desert flora.",10273,Phoenix,NY,New York,36075,Oswego,43.2316,-76.2961,2241,739,polygon,False,True,America/New_York,3,13135,1840004193,0
5,Phoenix,Arizona,"Phoenix is one of the sunniest cities in the U.S., with over 300 sunny days each year Phoenix is also known for its desert botanical gardens, showcasing unique desert flora.",11043,Phoenix,IL,Illinois,17031,Cook,41.6118,-87.6308,1908,1588,polygon,False,True,America/Chicago,3,60426,1840011314,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",24,San Antonio,TX,Texas,48029,Bexar,29.4658,-98.5253,2049293,1231,polygon,False,True,America/Chicago,1,78112 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78231 78230 78233 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78242 78248 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,1840022220,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",5079,San Antonio,PR,Puerto Rico,72051,Dorado,18.4468,-66.3002,7655,1680,polygon,False,False,America/Puerto_Rico,3,00646,1630023733,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",11916,San Antonio,PR,Puerto Rico,72005,Aguadilla,18.4931,-67.0998,1625,1297,polygon,False,False,America/Puerto_Rico,3,00690,1630149533,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",12423,San Antonio,FL,Florida,12101,Pasco,28.3396,-82.2787,1475,418,polygon,False,True,America/New_York,3,33525 33576 33574,1840015969,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",12648,San Antonio,PR,Puerto Rico,72115,Quebradillas,18.4382,-66.9362,1419,839,polygon,False,False,America/Puerto_Rico,3,00678,1630146624,0
6,San Antonio,Texas,"San Antonio is famous for the Alamo, a historic site of the Texas Revolution San Antonio is home to the River Walk, a scenic area filled with shops and restaurants.",28232,San Antonio,NM,New Mexico,35053,Socorro,33.9161,-106.87,11,9,polygon,False,False,America/Denver,3,87801 87832,1840025017,0
7,San Diego,California,"San Diego is home to the world-famous San Diego Zoo San Diego is also known for its year-round mild climate, perfect for outdoor activities.",14,San Diego,CA,California,6073,San Diego,32.8312,-117.1225,3220118,1686,polygon,False,True,America/Los_Angeles,1,92109 92108 92103 92111 92154 92110 92115 92140 92107 92106 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,1840021990,0
7,San Diego,California,"San Diego is home to the world-famous San Diego Zoo San Diego is also known for its year-round mild climate, perfect for outdoor activities.",7089,San Diego,TX,Texas,48131,Duval,27.7609,-98.2389,4474,857,polygon,False,True,America/Chicago,3,78384,1840022255,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",4,Dallas,TX,Texas,48113,Dallas,32.7936,-96.7662,5743938,1526,polygon,False,True,America/Chicago,1,75287 75098 75233 75254 75251 75252 75253 75032 75238 75232 75230 75231 75236 75237 75234 75235 75088 75087 75243 75246 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75227 75226 75241 75240 75247 75270 75043 75207 75206 75205 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75262 75263 75264 75266 75267 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75370 75371 75372 75373 75374 75376 75378 75379 75380 75382 75389 75392 75393 75394 75395 75397 75398,1840019440,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",2641,Dallas,OR,Oregon,41053,Polk,44.9222,-123.3131,17859,1334,polygon,False,True,America/Los_Angeles,3,97338,1840018590,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",3218,Dallas,GA,Georgia,13223,Paulding,33.9153,-84.8416,13981,731,polygon,False,True,America/New_York,3,30132 30157,1840014757,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",6778,Dallas,NC,North Carolina,37071,Gaston,35.3167,-81.1827,4797,640,polygon,False,True,America/New_York,3,28034,1840016396,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",20999,Dallas,WI,Wisconsin,55005,Barron,45.2591,-91.8142,345,92,polygon,False,True,America/Chicago,3,54733,1840002073,0
8,Dallas,Texas,"Dallas is known for its modern architecture, including the famous Dallas Cowboys stadium Dallas is also a major center for the arts, with a vibrant museum district.",25623,Dallas,SD,South Dakota,46053,Gregory,43.2379,-99.5175,122,92,polygon,False,True,America/Chicago,3,57529,1840000364,0
9,San Jose,California,"San Jose is the heart of Silicon Valley, home to many major tech companies San Jose is known for its tech industry and is home to the Computer History Museum.",28,San Jose,CA,California,6085,Santa Clara,37.3019,-121.8486,1798103,2218,polygon,False,True,America/Los_Angeles,1,95118 95128 95124 95125 95123 95008 95002 95117 95116 95111 95110 95113 95112 95119 95126 95127 95120 95121 95148 95133 95132 95131 95130 95136 95135 95134 95139 95138 95037 95013 95129 95122 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95172 95173 95190 95191 95192 95193 95194 95196,1840021570,0
9,San Jose,California,"San Jose is the heart of Silicon Valley, home to many major tech companies San Jose is known for its tech industry and is home to the Computer History Museum.",16713,San Jose,AZ,Arizona,4009,Graham,32.8169,-109.5957,718,66,polygon,False,False,America/Phoenix,3,85546,1840022960,0
9,San Jose,California,"San Jose is the heart of Silicon Valley, home to many major tech companies San Jose is known for its tech industry and is home to the Computer History Museum.",17013,San Jose,NM,New Mexico,35039,Rio Arriba,36.0367,-106.1004,680,145,polygon,False,False,America/Denver,3,87537 87532,1840138591,0
9,San Jose,California,"San Jose is the heart of Silicon Valley, home to many major tech companies San Jose is known for its tech industry and is home to the Computer History Museum.",17828,San Jose,IL,Illinois,17107,Logan,40.3051,-89.6048,594,553,polygon,False,True,America/Chicago,3,62682,1840012209,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",31,Austin,TX,Texas,48453,Travis,30.3004,-97.7522,1687311,1181,polygon,False,True,America/Chicago,1,78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 73301 73344 78651 78680 78708 78709 78710 78711 78713 78714 78715 78718 78720 78755 78760 78761 78762 78763 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799,1840019590,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",1875,Austin,MN,Minnesota,27099,Mower,43.6718,-92.9783,25626,746,polygon,False,True,America/Chicago,3,55912,1840006830,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",7472,Austin,IN,Indiana,18143,Scott,38.7418,-85.8112,4118,587,polygon,False,True,America/Indiana/Indianapolis,3,47102,1840010757,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",7516,Austin,AR,Arkansas,5085,Lonoke,35.0061,-91.9895,4079,517,polygon,False,True,America/Chicago,3,72007 72176,1840013528,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",18515,Austin,PA,Pennsylvania,42105,Potter,41.6373,-78.0903,531,50,polygon,False,True,America/New_York,3,16720,1840003306,0
10,Austin,Texas,"Austin is the ‘Live Music Capital of the World’ due to its vibrant music scene Austin is also known for its food, particularly its BBQ and taco trucks.",25856,Austin,NV,Nevada,32015,Lander,39.4977,-117.074,113,38,polygon,False,False,America/Los_Angeles,3,89310,1840024245,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",42,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749,1181496,470,polygon,False,True,America/New_York,1,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32217 32216 32211 32210 32212 32246 32244 32233 32234 32209 32205 32202 32250 32254 32257 32256 32208 32206 32207 32258 32277 32204 32099 32201 32203 32214 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,1840015031,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",424,Jacksonville,NC,North Carolina,37133,Onslow,34.7288,-77.3941,108856,574,polygon,False,True,America/New_York,2,28546 28547 28543 28540 28541 28542 28545,1840014653,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",1698,Jacksonville,AR,Arkansas,5119,Pulaski,34.8807,-92.1302,28235,381,polygon,False,True,America/Chicago,3,72099 72076 72078,1840014633,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",2215,Jacksonville,IL,Illinois,17137,Morgan,39.7292,-90.2318,21685,680,polygon,False,True,America/Chicago,3,62650 62651,1840008438,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",3067,Jacksonville,TX,Texas,48073,Cherokee,31.9642,-95.2617,14815,403,polygon,False,True,America/Chicago,3,75766,1840019515,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",3511,Jacksonville,AL,Alabama,1015,Calhoun,33.8088,-85.7545,12544,443,polygon,False,True,America/Chicago,3,36265,1840007433,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",9056,Jacksonville,OR,Oregon,41029,Jackson,42.3127,-122.9692,2899,591,polygon,False,True,America/Los_Angeles,3,97530,1840018675,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",17642,Jacksonville,PA,Pennsylvania,42063,Indiana,40.5652,-79.2952,612,34,polygon,False,False,America/New_York,3,15748 15774 15727 15725 15752 15756,1840005352,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",19122,Jacksonville,OH,Ohio,39009,Athens,39.4762,-82.0799,480,765,polygon,False,True,America/New_York,3,45740,1840012624,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",23574,Jacksonville,VT,Vermont,50025,Windham,42.7976,-72.8192,206,69,polygon,False,True,America/New_York,3,05342,1840004335,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",25032,Jacksonville,MO,Missouri,29175,Randolph,39.5878,-92.4726,145,506,polygon,False,True,America/Chicago,3,65260,1840012600,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",25346,Jacksonville,GA,Georgia,13271,Telfair,31.8126,-82.979,133,47,polygon,False,True,America/New_York,3,31544,1840014924,0
11,Jacksonville,Florida,"Jacksonville is the largest city by area in the U.S Jacksonville boasts 22 miles of beaches, making it a paradise for beach lovers.",28287,Jacksonville,IA,Iowa,19165,Shelby,41.6452,-95.1516,7,27,polygon,False,False,America/Chicago,3,51537,1840024135,0
12,San Francisco,California,San Francisco is famous for the Golden Gate Bridge San Francisco is also known for its diverse neighborhoods and famous cable cars.,12,San Francisco,CA,California,6075,San Francisco,37.7562,-122.443,3592294,7256,polygon,False,True,America/Los_Angeles,1,94130 94131 94132 94133 94134 94109 94108 94103 94102 94105 94104 94158 94127 94124 94123 94122 94121 94129 94118 94110 94112 94116 94117 94114 94115 94111 94107 94119 94120 94125 94126 94137 94139 94140 94141 94142 94143 94144 94145 94146 94147 94151 94159 94160 94161 94163 94164 94172 94177 94188,1840021543,0
13,Indianapolis,Indiana,Indianapolis hosts the famous Indianapolis 500 car race every year Indianapolis is also home to the largest children's museum in the world.,35,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,1588961,935,polygon,False,True,America/Indiana/Indianapolis,1,46218 46219 46217 46214 46260 46268 46224 46228 46183 46231 46234 46235 46236 46237 46239 46250 46208 46201 46203 46202 46205 46204 46256 46254 46259 46227 46226 46225 46222 46221 46220 46229 46113 46278 46241 46240 46206 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,1840030084,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",36,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.985,1562009,1582,polygon,False,True,America/New_York,1,43026 43109 43054 43220 43221 43222 43223 43224 43081 43228 43227 43211 43213 43212 43215 43214 43217 43219 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43210 43202 43203 43201 43206 43207 43204 43205 43209 43218 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,1840003760,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",173,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,261445,349,polygon,False,True,America/New_York,2,31829 31820 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999,1840014887,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",825,Columbus,IN,Indiana,18005,Bartholomew,39.2093,-85.9183,59897,660,polygon,False,True,America/Indiana/Indianapolis,3,47201 47203 47202,1840013714,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",1557,Columbus,MS,Mississippi,28087,Lowndes,33.5088,-88.4096,31084,363,polygon,False,True,America/Chicago,3,39702 39701 39705,1840014807,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",2072,Columbus,NE,Nebraska,31141,Platte,41.4368,-97.3563,23468,859,polygon,False,True,America/Chicago,3,68601 68602,1840003345,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",5504,Columbus,WI,Wisconsin,55021,Columbia,43.3354,-89.03,6793,434,polygon,False,True,America/Chicago,3,53925,1840002708,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",7416,Columbus,TX,Texas,48089,Colorado,29.7055,-96.5563,4165,490,polygon,False,True,America/Chicago,3,78934,1840019629,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",7459,Columbus,MN,Minnesota,27003,Anoka,45.2685,-93.081,4130,35,polygon,False,True,America/Chicago,3,55025,1840006713,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",8827,Columbus,KS,Kansas,20021,Cherokee,37.1714,-94.8442,3052,492,polygon,False,True,America/Chicago,3,66725,1840001715,0
14,Columbus,Ohio,"Columbus is home to the Ohio State University, one of the largest universities in the U.S Columbus is also known for its diverse culinary scene and historic architecture.",10639,Columbus,MT,Montana,30095,Stillwater,45.636,-109.2488,2079,584,polygon,False,True,America/Denver,3,59019,1840022332,0
